OrderNumber,WarehouseCode,Order Date,Ship Date,Category,Sales Channel,CurrencyCode,_SalesTeamID,_CustomerID,_StoreID,_ProductID,Sales,Quantity,Discount,Profit
SO - 0004368,WARE-PUJ1005,05-11-2016,09-11-2016,Office Supplies,Online,USD,9,8,265,20,12.588,3,0.8,-20.1408
SO - 0004369,WARE-NMK1003,05-11-2016,09-11-2016,Technology,Wholesale,USD,6,47,102,11,171.96,5,0.2,45.1395
SO - 0004370,WARE-NMK1003,25-06-2017,29-06-2017,Furniture,In-Store,USD,10,23,197,3,871.4,4,0,148.138
SO - 0004371,WARE-NBV1002,26-11-2015,30-11-2015,Furniture,In-Store,USD,9,2,68,14,692.472,11,0.2,190.4298
SO - 0004372,WARE-NMK1003,24-11-2016,27-11-2016,Furniture,In-Store,USD,17,39,151,8,207.76,4,0,85.1816
SO - 0004373,WARE-PUJ1005,21-07-2017,21-07-2017,Technology,Wholesale,USD,17,10,328,35,71.928,9,0.2,6.2937
SO - 0004374,WARE-PUJ1005,21-07-2017,21-07-2017,Office Supplies,Online,USD,20,25,325,28,25.99,1,0,7.5371
SO - 0004375,WARE-PUJ1005,23-10-2015,28-10-2015,Office Supplies,Online,USD,26,33,291,38,3.592,1,0.2,1.1225
SO - 0004376,WARE-PUJ1005,09-07-2015,13-07-2015,Office Supplies,Online,USD,27,48,320,27,48.632,2,0.8,-121.58
SO - 0004377,WARE-MKL1006,18-08-2017,22-08-2017,Office Supplies,Online,USD,5,46,333,46,323.1,2,0,61.389
SO - 0004378,WARE-MKL1006,16-04-2016,20-04-2016,Technology,Wholesale,USD,3,40,340,40,9099.93,7,0,2365.9818
SO - 0004379,WARE-UHY1004,16-04-2016,20-04-2016,Furniture,In-Store,USD,21,26,251,15,9.96,2,0,3.2868
SO - 0004380,WARE-NMK1003,16-04-2016,20-04-2016,Office Supplies,Online,USD,27,14,145,15,25.3,5,0,11.891
SO - 0004381,WARE-MKL1006,14-11-2014,18-11-2014,Office Supplies,Online,USD,7,20,366,7,11.36,2,0,5.2256
SO - 0004382,WARE-MKL1006,14-11-2014,18-11-2014,Furniture,In-Store,USD,4,18,338,15,69.264,2,0.1,14.6224
SO - 0004383,WARE-XYS1001,20-12-2014,23-12-2014,Office Supplies,Online,USD,2,11,54,14,3.69,1,0,1.7343
SO - 0004384,WARE-MKL1006,20-12-2014,23-12-2014,Office Supplies,Online,USD,19,20,340,23,1103.97,3,0,496.7865
SO - 0004385,WARE-PUJ1005,21-11-2015,26-11-2015,Furniture,In-Store,USD,6,34,328,17,246.1328,2,0.32,-76.0116
SO - 0004386,WARE-XYS1001,21-11-2015,26-11-2015,Office Supplies,Online,USD,5,39,1,33,11.696,2,0.2,3.9474
SO - 0004387,WARE-PUJ1005,21-11-2015,26-11-2015,Technology,Wholesale,USD,9,22,304,17,439.992,1,0.2,164.997
SO - 0004388,WARE-NMK1003,28-12-2017,03-01-2018,Office Supplies,Online,USD,26,23,122,47,64.784,1,0.2,-12.9568
SO - 0004389,WARE-UHY1004,17-05-2015,21-05-2015,Office Supplies,Online,USD,12,23,207,11,33.28,5,0.8,-49.92
SO - 0004390,WARE-UHY1004,17-05-2015,21-05-2015,Office Supplies,Online,USD,24,40,214,8,14.088,3,0.2,4.9308
SO - 0004391,WARE-UHY1004,09-12-2017,13-12-2017,Office Supplies,Online,USD,26,29,209,39,11.16,2,0,2.79
SO - 0004392,WARE-MKL1006,09-12-2017,13-12-2017,Furniture,In-Store,USD,18,34,335,10,896.328,9,0.2,22.4082
SO - 0004393,WARE-UHY1004,09-12-2017,13-12-2017,Office Supplies,Online,USD,1,6,246,41,189,1,0,68.04
SO - 0004394,WARE-MKL1006,10-03-2017,16-03-2017,Technology,Wholesale,USD,2,2,360,27,53.982,3,0.4,-10.7964
SO - 0004395,WARE-NMK1003,22-10-2017,27-10-2017,Furniture,In-Store,USD,11,17,174,45,177.225,5,0.5,-120.513
SO - 0004396,WARE-NBV1002,03-07-2017,10-07-2017,Furniture,In-Store,USD,7,14,60,3,129.39,3,0,54.3438
SO - 0004397,WARE-NMK1003,04-09-2017,10-09-2017,Office Supplies,Online,USD,13,6,102,42,54.32,4,0,0.5432
SO - 0004398,WARE-NMK1003,23-08-2017,26-08-2017,Technology,Wholesale,USD,7,1,116,4,4367.896,13,0.2,327.5922
SO - 0004399,WARE-NMK1003,23-08-2017,26-08-2017,Office Supplies,Online,USD,21,34,88,3,49.568,2,0.2,15.49
SO - 0004400,WARE-PUJ1005,23-08-2017,26-08-2017,Office Supplies,Online,USD,20,28,295,6,161.376,6,0.2,12.1032
SO - 0004401,WARE-PUJ1005,23-08-2017,26-08-2017,Furniture,In-Store,USD,21,24,295,41,2.784,2,0.2,0.4176
SO - 0004402,WARE-UHY1004,23-08-2017,26-08-2017,Office Supplies,Online,USD,21,22,240,46,8.72,5,0.2,2.943
SO - 0004403,WARE-PUJ1005,22-08-2014,25-08-2014,Office Supplies,Online,USD,7,6,271,4,3.912,1,0.2,1.0269
SO - 0004404,WARE-XYS1001,04-10-2016,04-10-2016,Office Supplies,Online,USD,11,21,11,4,59.752,7,0.2,19.4194
SO - 0004405,WARE-NBV1002,26-10-2014,30-10-2014,Furniture,In-Store,USD,12,35,80,47,63.92,4,0,3.196
SO - 0004406,WARE-NMK1003,26-10-2014,30-10-2014,Technology,Wholesale,USD,17,34,143,35,383.96,5,0.2,38.396
SO - 0004407,WARE-PUJ1005,28-06-2016,28-06-2016,Office Supplies,Online,USD,3,3,309,19,7.752,3,0.2,2.8101
SO - 0004408,WARE-XYS1001,28-06-2016,28-06-2016,Office Supplies,Online,USD,18,44,12,23,33.568,2,0.2,11.7488
SO - 0004409,WARE-NMK1003,04-11-2014,11-11-2014,Technology,Wholesale,USD,14,37,185,47,666.344,7,0.2,66.6344
SO - 0004410,WARE-PUJ1005,04-11-2014,11-11-2014,Furniture,In-Store,USD,13,28,328,20,573.728,4,0.2,-64.5444
SO - 0004411,WARE-NMK1003,04-11-2014,11-11-2014,Office Supplies,Online,USD,23,29,185,35,21.936,3,0.2,8.226
SO - 0004412,WARE-PUJ1005,04-11-2014,11-11-2014,Office Supplies,Online,USD,3,50,284,32,19.44,3,0,9.3312
SO - 0004413,WARE-NMK1003,04-11-2014,11-11-2014,Technology,Wholesale,USD,18,24,129,6,447.968,4,0.2,139.99
SO - 0004414,WARE-NMK1003,08-09-2014,12-09-2014,Office Supplies,Online,USD,20,19,147,6,16.78,2,0,4.195
SO - 0004415,WARE-XYS1001,25-06-2015,01-07-2015,Office Supplies,Online,USD,11,20,31,23,20.96,2,0,5.24
SO - 0004416,WARE-MKL1006,25-06-2015,01-07-2015,Office Supplies,Online,USD,21,3,361,46,88.752,3,0.2,27.735
SO - 0004417,WARE-XYS1001,25-06-2015,01-07-2015,Office Supplies,Online,USD,23,7,44,35,304.23,3,0,9.1269
SO - 0004418,WARE-XYS1001,26-07-2015,02-08-2015,Office Supplies,Online,USD,1,8,55,45,167.86,2,0,78.8942
SO - 0004419,WARE-MKL1006,07-12-2017,11-12-2017,Furniture,In-Store,USD,3,48,340,13,82.38,6,0,25.5378
SO - 0004420,WARE-NMK1003,29-12-2014,03-01-2015,Technology,Wholesale,USD,24,44,162,8,23.976,3,0.2,-5.6943
SO - 0004421,WARE-XYS1001,29-12-2014,03-01-2015,Office Supplies,Online,USD,28,13,13,39,33.29,1,0,7.9896
SO - 0004422,WARE-PUJ1005,14-02-2015,19-02-2015,Office Supplies,Online,USD,2,8,284,46,14.952,2,0.7,-11.9616
SO - 0004423,WARE-NBV1002,14-02-2015,19-02-2015,Technology,Wholesale,USD,9,2,69,29,323.982,3,0.4,-80.9955
SO - 0004424,WARE-NMK1003,14-02-2015,19-02-2015,Office Supplies,Online,USD,11,29,180,8,2.286,2,0.7,-1.6764
SO - 0004425,WARE-UHY1004,14-02-2015,19-02-2015,Office Supplies,Online,USD,6,34,236,44,14.352,3,0.2,0.897
SO - 0004426,WARE-MKL1006,14-02-2015,19-02-2015,Technology,Wholesale,USD,11,35,348,29,71.976,3,0.2,0.8997
SO - 0004427,WARE-MKL1006,25-01-2016,27-01-2016,Office Supplies,Online,USD,19,17,338,3,9.21,3,0,2.3025
SO - 0004428,WARE-PUJ1005,25-01-2016,27-01-2016,Office Supplies,Online,USD,13,15,289,47,18,5,0,8.28
SO - 0004429,WARE-NMK1003,01-04-2017,07-04-2017,Office Supplies,Online,USD,20,45,190,14,42.93,9,0,19.3185
SO - 0004430,WARE-NMK1003,03-10-2017,09-10-2017,Office Supplies,Online,USD,20,3,98,12,15.552,3,0.2,5.4432
SO - 0004431,WARE-NMK1003,03-10-2017,09-10-2017,Office Supplies,Online,USD,12,24,143,15,17.92,5,0.2,1.12
SO - 0004432,WARE-NMK1003,01-09-2017,06-09-2017,Technology,Wholesale,USD,11,26,126,47,19.99,1,0,6.7966
SO - 0004433,WARE-NBV1002,01-09-2017,06-09-2017,Office Supplies,Online,USD,18,33,76,10,22.92,5,0.2,8.022
SO - 0004434,WARE-NMK1003,21-12-2015,27-12-2015,Technology,Wholesale,USD,7,43,146,46,50.88,6,0.2,14.628
SO - 0004435,WARE-UHY1004,21-12-2015,27-12-2015,Office Supplies,Online,USD,5,9,245,42,27.312,2,0.2,9.2178
SO - 0004436,WARE-PUJ1005,20-12-2015,24-12-2015,Office Supplies,Online,USD,13,16,280,12,7.92,1,0.2,2.772
SO - 0004437,WARE-NMK1003,20-12-2015,24-12-2015,Furniture,In-Store,USD,19,37,161,36,14.368,2,0.2,3.9512
SO - 0004438,WARE-NMK1003,27-11-2015,01-12-2015,Technology,Wholesale,USD,14,25,169,34,107.97,3,0,22.6737
SO - 0004439,WARE-NMK1003,27-11-2015,01-12-2015,Office Supplies,Online,USD,18,40,163,37,113.82,3,0,53.4954
SO - 0004440,WARE-PUJ1005,27-08-2017,01-09-2017,Office Supplies,Online,USD,17,3,288,15,5.184,1,0.2,1.8144
SO - 0004441,WARE-UHY1004,22-03-2014,22-03-2014,Office Supplies,Online,USD,2,4,212,26,16.28,2,0,6.512
SO - 0004442,WARE-UHY1004,17-12-2017,21-12-2017,Office Supplies,Online,USD,7,50,249,29,544.38,3,0,157.8702
SO - 0004443,WARE-XYS1001,19-03-2017,22-03-2017,Office Supplies,Online,USD,24,44,42,26,19.824,6,0.2,6.6906
SO - 0004444,WARE-XYS1001,19-03-2017,22-03-2017,Technology,Wholesale,USD,19,14,10,7,657.504,6,0.2,-131.5008
SO - 0004445,WARE-NMK1003,19-03-2017,22-03-2017,Technology,Wholesale,USD,26,6,120,2,99.54,2,0,10.9494
SO - 0004446,WARE-NMK1003,19-03-2017,22-03-2017,Technology,Wholesale,USD,20,46,97,21,199.96,4,0,85.9828
SO - 0004447,WARE-XYS1001,18-09-2016,25-09-2016,Furniture,In-Store,USD,17,13,42,22,631.782,2,0.1,140.396
SO - 0004448,WARE-XYS1001,18-09-2016,25-09-2016,Furniture,In-Store,USD,12,44,4,16,60.72,3,0,26.1096
SO - 0004449,WARE-UHY1004,24-11-2017,29-11-2017,Office Supplies,Online,USD,22,15,247,36,20.724,2,0.7,-15.1976
SO - 0004450,WARE-UHY1004,24-11-2017,29-11-2017,Office Supplies,Online,USD,25,36,205,29,415.872,8,0.2,-41.5872
SO - 0004451,WARE-NMK1003,11-04-2017,15-04-2017,Office Supplies,Online,USD,28,10,176,10,16.768,2,0.2,1.4672
SO - 0004452,WARE-NMK1003,11-04-2017,15-04-2017,Technology,Wholesale,USD,18,22,160,26,27.12,2,0.2,-4.746
SO - 0004453,WARE-XYS1001,10-12-2017,12-12-2017,Technology,Wholesale,USD,8,47,38,2,95.84,4,0.2,34.742
SO - 0004454,WARE-NMK1003,10-12-2017,12-12-2017,Office Supplies,Online,USD,13,10,155,8,12.96,2,0,6.2208
SO - 0004455,WARE-UHY1004,24-11-2017,26-11-2017,Office Supplies,Online,USD,11,40,252,23,19.008,8,0.7,-12.672
SO - 0004456,WARE-UHY1004,04-12-2015,07-12-2015,Office Supplies,Online,USD,7,42,247,11,1598.058,7,0.7,-1065.372
SO - 0004457,WARE-XYS1001,04-12-2015,07-12-2015,Office Supplies,Online,USD,5,17,17,44,36.96,4,0.2,12.012
SO - 0004458,WARE-PUJ1005,11-12-2017,11-12-2017,Office Supplies,Online,USD,18,15,321,5,10.368,2,0.2,3.6288
SO - 0004459,WARE-PUJ1005,11-12-2017,11-12-2017,Furniture,In-Store,USD,15,39,270,3,77.72,1,0.6,-66.062
SO - 0004460,WARE-NMK1003,11-12-2017,11-12-2017,Furniture,In-Store,USD,6,14,203,23,520.464,2,0.3,-14.8704
SO - 0004461,WARE-UHY1004,21-05-2016,23-05-2016,Office Supplies,Online,USD,19,4,213,13,111.96,2,0,54.8604
SO - 0004462,WARE-MKL1006,17-02-2017,21-02-2017,Technology,Wholesale,USD,10,6,365,46,29.16,3,0,8.4564
SO - 0004463,WARE-NMK1003,20-05-2017,22-05-2017,Office Supplies,Online,USD,25,20,170,7,131.94,3,0,35.6238
SO - 0004464,WARE-NMK1003,20-05-2017,22-05-2017,Office Supplies,Online,USD,28,15,136,21,25.92,4,0,8.2944
SO - 0004465,WARE-NMK1003,20-05-2017,22-05-2017,Office Supplies,Online,USD,27,29,143,4,704.76,4,0,162.0948
SO - 0004466,WARE-XYS1001,20-05-2017,22-05-2017,Office Supplies,Online,USD,20,10,17,34,7.41,3,0,3.4827
SO - 0004467,WARE-XYS1001,20-05-2017,22-05-2017,Office Supplies,Online,USD,10,33,48,34,21.5,10,0,7.095
SO - 0004468,WARE-XYS1001,11-09-2017,13-09-2017,Office Supplies,Online,USD,27,11,54,28,10.528,4,0.2,3.29
SO - 0004469,WARE-MKL1006,11-09-2017,13-09-2017,Office Supplies,Online,USD,24,48,352,12,20.544,6,0.2,6.42
SO - 0004470,WARE-PUJ1005,05-11-2016,10-11-2016,Office Supplies,Online,USD,22,50,322,33,104.9,5,0,50.352
SO - 0004471,WARE-NMK1003,05-11-2016,10-11-2016,Office Supplies,Online,USD,6,39,93,23,39.68,2,0,16.2688
SO - 0004472,WARE-XYS1001,05-11-2016,10-11-2016,Office Supplies,Online,USD,16,37,58,21,51.75,5,0,24.84
SO - 0004473,WARE-XYS1001,23-07-2017,25-07-2017,Office Supplies,Online,USD,26,5,13,21,11.68,2,0,5.4896
SO - 0004474,WARE-UHY1004,23-07-2017,25-07-2017,Technology,Wholesale,USD,12,32,208,4,159.75,5,0,11.1825
SO - 0004475,WARE-UHY1004,18-11-2016,24-11-2016,Office Supplies,Online,USD,3,41,248,36,103.968,6,0.2,16.8948
SO - 0004476,WARE-UHY1004,25-04-2014,30-04-2014,Furniture,In-Store,USD,23,46,252,30,303.25,5,0,63.6825
SO - 0004477,WARE-NMK1003,25-04-2014,30-04-2014,Office Supplies,Online,USD,20,50,121,7,270.72,3,0,78.5088
SO - 0004478,WARE-NMK1003,25-04-2014,30-04-2014,Furniture,In-Store,USD,16,1,110,18,1487.04,5,0.2,148.704
SO - 0004479,WARE-PUJ1005,30-11-2015,02-12-2015,Office Supplies,Online,USD,13,37,328,36,17.48,2,0,8.2156
SO - 0004480,WARE-XYS1001,30-11-2015,02-12-2015,Office Supplies,Online,USD,11,10,17,47,71.88,2,0,32.346
SO - 0004481,WARE-NMK1003,25-10-2015,30-10-2015,Office Supplies,Online,USD,6,15,170,7,60.45,3,0,16.3215
SO - 0004482,WARE-NMK1003,25-10-2015,30-10-2015,Furniture,In-Store,USD,20,50,189,17,253.176,3,0.2,-31.647
SO - 0004483,WARE-UHY1004,20-07-2015,27-07-2015,Office Supplies,Online,USD,9,27,236,9,2.88,5,0.8,-4.464
SO - 0004484,WARE-PUJ1005,20-07-2015,27-07-2015,Furniture,In-Store,USD,11,44,310,3,384.944,4,0.3,-126.4816
SO - 0004485,WARE-NBV1002,20-07-2015,27-07-2015,Technology,Wholesale,USD,22,7,65,8,153.584,2,0.2,13.4386
SO - 0004486,WARE-NMK1003,20-07-2015,27-07-2015,Furniture,In-Store,USD,13,45,112,44,913.43,5,0.3,-52.196
SO - 0004487,WARE-PUJ1005,27-10-2016,02-11-2016,Office Supplies,Online,USD,27,37,266,43,43.92,4,0,11.8584
SO - 0004488,WARE-NMK1003,27-10-2016,02-11-2016,Office Supplies,Online,USD,27,39,182,37,25.032,3,0.2,7.8225
SO - 0004489,WARE-PUJ1005,20-11-2017,22-11-2017,Office Supplies,Online,USD,27,13,288,31,46.76,7,0,22.4448
SO - 0004490,WARE-XYS1001,20-11-2017,22-11-2017,Furniture,In-Store,USD,19,18,16,34,183.968,2,0.2,-25.2956
SO - 0004491,WARE-XYS1001,20-11-2017,22-11-2017,Technology,Wholesale,USD,7,3,28,47,1259.97,3,0,327.5922
SO - 0004492,WARE-MKL1006,20-11-2017,22-11-2017,Office Supplies,Online,USD,17,50,364,21,68.97,3,0,19.3116
SO - 0004493,WARE-PUJ1005,08-09-2016,12-09-2016,Office Supplies,Online,USD,25,16,321,4,70.368,2,0.2,6.1572
SO - 0004494,WARE-NMK1003,08-09-2016,12-09-2016,Technology,Wholesale,USD,16,13,102,21,59.96,5,0.2,21.7355
SO - 0004495,WARE-XYS1001,20-07-2014,20-07-2014,Office Supplies,Online,USD,24,19,41,2,25.984,1,0.2,-5.1968
SO - 0004496,WARE-MKL1006,20-07-2014,20-07-2014,Office Supplies,Online,USD,6,10,337,42,27.36,3,0.7,-21.888
SO - 0004497,WARE-NMK1003,15-11-2016,19-11-2016,Technology,Wholesale,USD,21,22,95,10,361.376,2,0.2,27.1032
SO - 0004498,WARE-PUJ1005,07-07-2014,11-07-2014,Furniture,In-Store,USD,3,2,323,40,172.186,2,0.3,-46.7362
SO - 0004499,WARE-NMK1003,07-07-2014,11-07-2014,Furniture,In-Store,USD,4,48,104,29,69.008,2,0.2,12.0764
SO - 0004500,WARE-PUJ1005,17-03-2016,17-03-2016,Office Supplies,Online,USD,2,46,262,47,199.9,5,0,89.955
SO - 0004501,WARE-NBV1002,17-03-2016,17-03-2016,Office Supplies,Online,USD,16,2,68,38,901.95,3,0,297.6435
SO - 0004502,WARE-NMK1003,17-03-2016,17-03-2016,Furniture,In-Store,USD,24,9,156,37,971.5,5,0,252.59
SO - 0004503,WARE-MKL1006,26-12-2016,27-12-2016,Office Supplies,Online,USD,20,45,341,2,11.328,2,0.2,2.5488
SO - 0004504,WARE-NBV1002,02-09-2014,04-09-2014,Office Supplies,Online,USD,4,12,69,14,21.24,3,0,8.0712
SO - 0004505,WARE-PUJ1005,05-07-2015,10-07-2015,Technology,Wholesale,USD,4,49,287,21,34.8,3,0.2,2.175
SO - 0004506,WARE-PUJ1005,05-07-2015,10-07-2015,Office Supplies,Online,USD,23,1,307,23,38.976,3,0.2,-2.436
SO - 0004507,WARE-NMK1003,20-11-2016,25-11-2016,Office Supplies,Online,USD,24,39,124,20,9.08,2,0,4.086
SO - 0004508,WARE-NMK1003,20-11-2016,25-11-2016,Office Supplies,Online,USD,21,33,105,2,314.55,3,0,150.984
SO - 0004509,WARE-PUJ1005,20-11-2016,25-11-2016,Office Supplies,Online,USD,13,39,281,35,4.91,1,0,2.3077
SO - 0004510,WARE-NMK1003,06-05-2014,11-05-2014,Office Supplies,Online,USD,20,36,103,7,5.78,2,0,2.7166
SO - 0004511,WARE-XYS1001,06-05-2014,11-05-2014,Office Supplies,Online,USD,22,35,28,43,107.94,6,0,30.2232
SO - 0004512,WARE-XYS1001,21-06-2014,24-06-2014,Office Supplies,Online,USD,8,12,43,16,19.65,3,0,9.039
SO - 0004513,WARE-NMK1003,21-06-2014,24-06-2014,Technology,Wholesale,USD,3,15,144,35,617.97,3,0,160.6722
SO - 0004514,WARE-NMK1003,21-06-2014,24-06-2014,Office Supplies,Online,USD,10,26,110,38,59.7,3,0,26.865
SO - 0004515,WARE-UHY1004,19-08-2017,23-08-2017,Office Supplies,Online,USD,9,20,211,12,387.99,1,0,182.3553
SO - 0004516,WARE-NBV1002,29-11-2014,06-12-2014,Technology,Wholesale,USD,10,2,73,28,575.92,2,0.2,71.99
SO - 0004517,WARE-UHY1004,29-11-2014,06-12-2014,Office Supplies,Online,USD,1,26,242,21,30.4,5,0,15.2
SO - 0004518,WARE-NBV1002,09-04-2017,12-04-2017,Office Supplies,Online,USD,13,17,77,19,478.24,8,0,219.9904
SO - 0004519,WARE-MKL1006,20-12-2014,27-12-2014,Furniture,In-Store,USD,22,39,350,21,190.848,3,0.2,-21.4704
SO - 0004520,WARE-MKL1006,17-12-2014,24-12-2014,Office Supplies,Online,USD,3,33,362,13,5.484,4,0.7,-4.0216
SO - 0004521,WARE-PUJ1005,17-11-2015,21-11-2015,Office Supplies,Online,USD,17,30,281,41,40.92,5,0.2,3.069
SO - 0004522,WARE-PUJ1005,04-03-2014,09-03-2014,Office Supplies,Online,USD,12,22,269,4,15.552,3,0.2,2.3328
SO - 0004523,WARE-XYS1001,18-05-2017,19-05-2017,Office Supplies,Online,USD,2,29,37,42,17.24,2,0,4.4824
SO - 0004524,WARE-UHY1004,18-05-2017,19-05-2017,Furniture,In-Store,USD,23,11,234,37,302.94,3,0,75.735
SO - 0004525,WARE-PUJ1005,18-05-2017,19-05-2017,Technology,Wholesale,USD,24,14,296,1,34.75,5,0,15.6375
SO - 0004526,WARE-MKL1006,18-05-2017,19-05-2017,Office Supplies,Online,USD,20,25,331,36,113.94,6,0,54.6912
SO - 0004527,WARE-MKL1006,18-05-2017,19-05-2017,Technology,Wholesale,USD,5,15,364,27,55.98,2,0,15.6744
SO - 0004528,WARE-XYS1001,22-09-2017,28-09-2017,Office Supplies,Online,USD,19,24,8,35,27.18,3,0,12.231
SO - 0004529,WARE-PUJ1005,21-03-2017,27-03-2017,Furniture,In-Store,USD,28,19,266,20,1805.88,6,0,523.7052
SO - 0004530,WARE-NBV1002,14-09-2017,14-09-2017,Office Supplies,Online,USD,8,44,67,2,70.95,3,0,18.447
SO - 0004531,WARE-NMK1003,03-11-2016,08-11-2016,Office Supplies,Online,USD,20,25,104,28,20,4,0,9.6
SO - 0004532,WARE-MKL1006,03-11-2016,08-11-2016,Office Supplies,Online,USD,25,10,364,18,7.98,3,0,2.0748
SO - 0004533,WARE-NMK1003,03-11-2016,08-11-2016,Furniture,In-Store,USD,7,31,193,31,24.1,5,0,9.158
SO - 0004534,WARE-PUJ1005,03-11-2016,08-11-2016,Office Supplies,Online,USD,3,6,323,8,8.75,1,0,2.625
SO - 0004535,WARE-XYS1001,03-11-2016,08-11-2016,Furniture,In-Store,USD,23,5,47,45,842.94,3,0,160.1586
SO - 0004536,WARE-MKL1006,03-05-2016,08-05-2016,Office Supplies,Online,USD,1,41,330,13,2.182,1,0.8,-3.6003
SO - 0004537,WARE-PUJ1005,03-05-2016,08-05-2016,Office Supplies,Online,USD,20,41,266,15,27.384,7,0.2,2.7384
SO - 0004538,WARE-PUJ1005,03-05-2016,08-05-2016,Office Supplies,Online,USD,10,34,282,22,26.406,3,0.8,-71.2962
SO - 0004539,WARE-NMK1003,27-12-2016,02-01-2017,Office Supplies,Online,USD,10,11,95,26,10.368,2,0.2,3.6288
SO - 0004540,WARE-NMK1003,27-12-2016,02-01-2017,Office Supplies,Online,USD,16,15,131,13,23.68,4,0.2,7.4
SO - 0004541,WARE-XYS1001,22-07-2016,26-07-2016,Technology,Wholesale,USD,21,4,16,5,109.95,1,0,36.2835
SO - 0004542,WARE-MKL1006,22-07-2016,26-07-2016,Office Supplies,Online,USD,15,1,364,40,965.85,5,0,135.219
SO - 0004543,WARE-NMK1003,22-07-2016,26-07-2016,Office Supplies,Online,USD,9,3,117,22,29.2,5,0,10.512
SO - 0004544,WARE-NMK1003,22-07-2016,26-07-2016,Office Supplies,Online,USD,21,16,94,37,32.4,5,0,15.552
SO - 0004545,WARE-NMK1003,16-11-2014,21-11-2014,Office Supplies,Online,USD,14,23,135,13,78.35,5,0,36.8245
SO - 0004546,WARE-NBV1002,16-11-2014,21-11-2014,Office Supplies,Online,USD,22,41,70,31,31.68,6,0,14.256
SO - 0004547,WARE-NMK1003,16-11-2014,21-11-2014,Office Supplies,Online,USD,9,9,158,20,29.12,4,0,14.2688
SO - 0004548,WARE-XYS1001,16-11-2014,21-11-2014,Office Supplies,Online,USD,17,33,12,3,169.45,5,0,42.3625
SO - 0004549,WARE-MKL1006,19-06-2015,23-06-2015,Furniture,In-Store,USD,16,36,353,10,12.56,2,0,4.0192
SO - 0004550,WARE-MKL1006,19-06-2015,23-06-2015,Office Supplies,Online,USD,24,26,335,35,6.48,1,0,3.1104
SO - 0004551,WARE-XYS1001,19-06-2015,23-06-2015,Office Supplies,Online,USD,18,42,13,30,186.69,3,0,87.7443
SO - 0004552,WARE-NBV1002,04-07-2016,06-07-2016,Furniture,In-Store,USD,11,38,65,4,25.4,5,0,8.636
SO - 0004553,WARE-MKL1006,04-07-2016,06-07-2016,Office Supplies,Online,USD,3,26,329,17,43.96,2,0,20.6612
SO - 0004554,WARE-NBV1002,04-07-2016,06-07-2016,Furniture,In-Store,USD,22,2,84,41,1279.165,5,0.15,225.735
SO - 0004555,WARE-MKL1006,04-07-2016,06-07-2016,Office Supplies,Online,USD,10,38,353,37,27.92,4,0,0.5584
SO - 0004556,WARE-XYS1001,03-09-2015,08-09-2015,Furniture,In-Store,USD,1,37,6,19,129.568,2,0.2,-12.9568
SO - 0004557,WARE-PUJ1005,03-09-2015,08-09-2015,Office Supplies,Online,USD,3,31,286,18,6.368,2,0.2,2.1492
SO - 0004558,WARE-UHY1004,07-08-2017,12-08-2017,Office Supplies,Online,USD,8,44,237,6,244.55,5,0,114.9385
SO - 0004559,WARE-PUJ1005,13-03-2017,20-03-2017,Office Supplies,Online,USD,17,5,280,12,1332.496,2,0.2,-299.8116
SO - 0004560,WARE-UHY1004,28-09-2017,01-10-2017,Furniture,In-Store,USD,2,22,259,18,32.776,1,0.2,3.2776
SO - 0004561,WARE-UHY1004,28-09-2017,01-10-2017,Office Supplies,Online,USD,22,27,253,23,147.184,2,0.2,-29.4368
SO - 0004562,WARE-NBV1002,28-09-2017,01-10-2017,Technology,Wholesale,USD,5,13,86,45,54.384,2,0.2,1.3596
SO - 0004563,WARE-NMK1003,28-09-2017,01-10-2017,Office Supplies,Online,USD,12,32,105,33,76.776,4,0.7,-58.8616
SO - 0004564,WARE-NMK1003,28-09-2017,01-10-2017,Office Supplies,Online,USD,18,43,188,30,14.352,3,0.2,5.2026
SO - 0004565,WARE-NMK1003,28-09-2017,01-10-2017,Office Supplies,Online,USD,14,19,142,6,209.792,2,0.2,26.224
SO - 0004566,WARE-XYS1001,07-08-2015,11-08-2015,Office Supplies,Online,USD,27,40,10,1,3.304,1,0.2,1.1151
SO - 0004567,WARE-NMK1003,24-11-2017,01-12-2017,Office Supplies,Online,USD,10,12,185,37,16.38,9,0,7.371
SO - 0004568,WARE-NMK1003,24-11-2017,01-12-2017,Office Supplies,Online,USD,25,38,120,36,167.96,2,0,78.9412
SO - 0004569,WARE-PUJ1005,24-11-2017,01-12-2017,Furniture,In-Store,USD,19,42,282,40,321.568,2,0.2,-16.0784
SO - 0004570,WARE-UHY1004,24-11-2017,01-12-2017,Office Supplies,Online,USD,28,6,237,34,12.96,2,0,6.2208
SO - 0004571,WARE-UHY1004,08-05-2017,12-05-2017,Furniture,In-Store,USD,27,25,220,9,128.058,3,0.3,-23.7822
SO - 0004572,WARE-NMK1003,29-09-2017,29-09-2017,Furniture,In-Store,USD,13,31,157,12,63.686,1,0.3,-15.4666
SO - 0004573,WARE-UHY1004,29-09-2017,29-09-2017,Technology,Wholesale,USD,3,30,208,24,239.976,3,0.2,65.9934
SO - 0004574,WARE-NBV1002,29-09-2017,29-09-2017,Furniture,In-Store,USD,12,48,78,31,344.22,2,0.4,-189.321
